model,op_id,phase,layer,module,op_kind,batch_dims,M,N,K,deps,weight,weight_shape,provenance,notes
models--Qwen--Qwen3-8B,14,prefill,1,model.layers.1.self_attn.pv,batched_matmul,B*QH,S,128,S,13;12,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen3-8B,15,prefill,1,model.layers.1.self_attn.o_proj,linear,,B*S,4096,4096,14,model.layers.1.self_attn.o_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,16,prefill,1,model.layers.1.mlp.gate_proj,linear,,B*S,12288,4096,15,model.layers.1.mlp.gate_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,17,prefill,1,model.layers.1.mlp.up_proj,linear,,B*S,12288,4096,15,model.layers.1.mlp.up_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,18,prefill,1,model.layers.1.mlp.down_proj,linear,,B*S,4096,12288,16;17,model.layers.1.mlp.down_proj.weight,"[4096,12288]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen3-8B,19,prefill,2,model.layers.2.self_attn.q_proj,linear,,B*S,4096,4096,18,model.layers.2.self_attn.q_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,20,prefill,2,model.layers.2.self_attn.k_proj,linear,,B*S,1024,4096,18,model.layers.2.self_attn.k_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,21,prefill,2,model.layers.2.self_attn.v_proj,linear,,B*S,1024,4096,18,model.layers.2.self_attn.v_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,22,prefill,2,model.layers.2.self_attn.qk,batched_matmul,B*QH,S,S,128,19;20,,,config+architecture,"GQA QH=32, KVH=8"
models--Qwen--Qwen3-8B,23,prefill,2,model.layers.2.self_attn.pv,batched_matmul,B*QH,S,128,S,22;21,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen3-8B,24,prefill,2,model.layers.2.self_attn.o_proj,linear,,B*S,4096,4096,23,model.layers.2.self_attn.o_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,25,prefill,2,model.layers.2.mlp.gate_proj,linear,,B*S,12288,4096,24,model.layers.2.mlp.gate_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,26,prefill,2,model.layers.2.mlp.up_proj,linear,,B*S,12288,4096,24,model.layers.2.mlp.up_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,27,prefill,2,model.layers.2.mlp.down_proj,linear,,B*S,4096,12288,25;26,model.layers.2.mlp.down_proj.weight,"[4096,12288]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen3-8B,28,prefill,3,model.layers.3.self_attn.q_proj,linear,,B*S,4096,4096,27,model.layers.3.self_attn.q_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,29,prefill,3,model.layers.3.self_attn.k_proj,linear,,B*S,1024,4096,27,model.layers.3.self_attn.k_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,30,prefill,3,model.layers.3.self_attn.v_proj,linear,,B*S,1024,4096,27,model.layers.3.self_attn.v_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,31,prefill,3,model.layers.3.self_attn.qk,batched_matmul,B*QH,S,S,128,28;29,,,config+architecture,"GQA QH=32, KVH=8"
models--Qwen--Qwen3-8B,32,prefill,3,model.layers.3.self_attn.pv,batched_matmul,B*QH,S,128,S,31;30,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen3-8B,33,prefill,3,model.layers.3.self_attn.o_proj,linear,,B*S,4096,4096,32,model.layers.3.self_attn.o_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,34,prefill,3,model.layers.3.mlp.gate_proj,linear,,B*S,12288,4096,33,model.layers.3.mlp.gate_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,35,prefill,3,model.layers.3.mlp.up_proj,linear,,B*S,12288,4096,33,model.layers.3.mlp.up_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,36,prefill,3,model.layers.3.mlp.down_proj,linear,,B*S,4096,12288,34;35,model.layers.3.mlp.down_proj.weight,"[4096,12288]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen3-8B,37,prefill,4,model.layers.4.self_attn.q_proj,linear,,B*S,4096,4096,36,model.layers.4.self_attn.q_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,38,prefill,4,model.layers.4.self_attn.k_proj,linear,,B*S,1024,4096,36,model.layers.4.self_attn.k_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,39,prefill,4,model.layers.4.self_attn.v_proj,linear,,B*S,1024,4096,36,model.layers.4.self_attn.v_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,40,prefill,4,model.layers.4.self_attn.qk,batched_matmul,B*QH,S,S,128,37;38,,,config+architecture,"GQA QH=32, KVH=8"
models--Qwen--Qwen3-8B,41,prefill,4,model.layers.4.self_attn.pv,batched_matmul,B*QH,S,128,S,40;39,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen3-8B,42,prefill,4,model.layers.4.self_attn.o_proj,linear,,B*S,4096,4096,41,model.layers.4.self_attn.o_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,43,prefill,4,model.layers.4.mlp.gate_proj,linear,,B*S,12288,4096,42,model.layers.4.mlp.gate_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,44,prefill,4,model.layers.4.mlp.up_proj,linear,,B*S,12288,4096,42,model.layers.4.mlp.up_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,45,prefill,4,model.layers.4.mlp.down_proj,linear,,B*S,4096,12288,43;44,model.layers.4.mlp.down_proj.weight,"[4096,12288]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen3-8B,46,prefill,5,model.layers.5.self_attn.q_proj,linear,,B*S,4096,4096,45,model.layers.5.self_attn.q_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,47,prefill,5,model.layers.5.self_attn.k_proj,linear,,B*S,1024,4096,45,model.layers.5.self_attn.k_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,48,prefill,5,model.layers.5.self_attn.v_proj,linear,,B*S,1024,4096,45,model.layers.5.self_attn.v_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,49,prefill,5,model.layers.5.self_attn.qk,batched_matmul,B*QH,S,S,128,46;47,,,config+architecture,"GQA QH=32, KVH=8"
models--Qwen--Qwen3-8B,50,prefill,5,model.layers.5.self_attn.pv,batched_matmul,B*QH,S,128,S,49;48,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen3-8B,51,prefill,5,model.layers.5.self_attn.o_proj,linear,,B*S,4096,4096,50,model.layers.5.self_attn.o_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,52,prefill,5,model.layers.5.mlp.gate_proj,linear,,B*S,12288,4096,51,model.layers.5.mlp.gate_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,53,prefill,5,model.layers.5.mlp.up_proj,linear,,B*S,12288,4096,51,model.layers.5.mlp.up_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,54,prefill,5,model.layers.5.mlp.down_proj,linear,,B*S,4096,12288,52;53,model.layers.5.mlp.down_proj.weight,"[4096,12288]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen3-8B,55,prefill,6,model.layers.6.self_attn.q_proj,linear,,B*S,4096,4096,54,model.layers.6.self_attn.q_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,56,prefill,6,model.layers.6.self_attn.k_proj,linear,,B*S,1024,4096,54,model.layers.6.self_attn.k_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,57,prefill,6,model.layers.6.self_attn.v_proj,linear,,B*S,1024,4096,54,model.layers.6.self_attn.v_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,58,prefill,6,model.layers.6.self_attn.qk,batched_matmul,B*QH,S,S,128,55;56,,,config+architecture,"GQA QH=32, KVH=8"
models--Qwen--Qwen3-8B,59,prefill,6,model.layers.6.self_attn.pv,batched_matmul,B*QH,S,128,S,58;57,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen3-8B,60,prefill,6,model.layers.6.self_attn.o_proj,linear,,B*S,4096,4096,59,model.layers.6.self_attn.o_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,61,prefill,6,model.layers.6.mlp.gate_proj,linear,,B*S,12288,4096,60,model.layers.6.mlp.gate_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,62,prefill,6,model.layers.6.mlp.up_proj,linear,,B*S,12288,4096,60,model.layers.6.mlp.up_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,63,prefill,6,model.layers.6.mlp.down_proj,linear,,B*S,4096,12288,61;62,model.layers.6.mlp.down_proj.weight,"[4096,12288]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen3-8B,64,prefill,7,model.layers.7.self_attn.q_proj,linear,,B*S,4096,4096,63,model.layers.7.self_attn.q_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,65,prefill,7,model.layers.7.self_attn.k_proj,linear,,B*S,1024,4096,63,model.layers.7.self_attn.k_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,66,prefill,7,model.layers.7.self_attn.v_proj,linear,,B*S,1024,4096,63,model.layers.7.self_attn.v_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,67,prefill,7,model.layers.7.self_attn.qk,batched_matmul,B*QH,S,S,128,64;65,,,config+architecture,"GQA QH=32, KVH=8"
models--Qwen--Qwen3-8B,68,prefill,7,model.layers.7.self_attn.pv,batched_matmul,B*QH,S,128,S,67;66,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen3-8B,69,prefill,7,model.layers.7.self_attn.o_proj,linear,,B*S,4096,4096,68,model.layers.7.self_attn.o_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,70,prefill,7,model.layers.7.mlp.gate_proj,linear,,B*S,12288,4096,69,model.layers.7.mlp.gate_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,71,prefill,7,model.layers.7.mlp.up_proj,linear,,B*S,12288,4096,69,model.layers.7.mlp.up_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,72,prefill,7,model.layers.7.mlp.down_proj,linear,,B*S,4096,12288,70;71,model.layers.7.mlp.down_proj.weight,"[4096,12288]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen3-8B,73,prefill,8,model.layers.8.self_attn.q_proj,linear,,B*S,4096,4096,72,model.layers.8.self_attn.q_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,74,prefill,8,model.layers.8.self_attn.k_proj,linear,,B*S,1024,4096,72,model.layers.8.self_attn.k_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,75,prefill,8,model.layers.8.self_attn.v_proj,linear,,B*S,1024,4096,72,model.layers.8.self_attn.v_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,76,prefill,8,model.layers.8.self_attn.qk,batched_matmul,B*QH,S,S,128,73;74,,,config+architecture,"GQA QH=32, KVH=8"
models--Qwen--Qwen3-8B,77,prefill,8,model.layers.8.self_attn.pv,batched_matmul,B*QH,S,128,S,76;75,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen3-8B,78,prefill,8,model.layers.8.self_attn.o_proj,linear,,B*S,4096,4096,77,model.layers.8.self_attn.o_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,79,prefill,8,model.layers.8.mlp.gate_proj,linear,,B*S,12288,4096,78,model.layers.8.mlp.gate_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,80,prefill,8,model.layers.8.mlp.up_proj,linear,,B*S,12288,4096,78,model.layers.8.mlp.up_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,81,prefill,8,model.layers.8.mlp.down_proj,linear,,B*S,4096,12288,79;80,model.layers.8.mlp.down_proj.weight,"[4096,12288]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen3-8B,82,prefill,9,model.layers.9.self_attn.q_proj,linear,,B*S,4096,4096,81,model.layers.9.self_attn.q_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,83,prefill,9,model.layers.9.self_attn.k_proj,linear,,B*S,1024,4096,81,model.layers.9.self_attn.k_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,84,prefill,9,model.layers.9.self_attn.v_proj,linear,,B*S,1024,4096,81,model.layers.9.self_attn.v_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,85,prefill,9,model.layers.9.self_attn.qk,batched_matmul,B*QH,S,S,128,82;83,,,config+architecture,"GQA QH=32, KVH=8"
models--Qwen--Qwen3-8B,86,prefill,9,model.layers.9.self_attn.pv,batched_matmul,B*QH,S,128,S,85;84,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen3-8B,87,prefill,9,model.layers.9.self_attn.o_proj,linear,,B*S,4096,4096,86,model.layers.9.self_attn.o_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,88,prefill,9,model.layers.9.mlp.gate_proj,linear,,B*S,12288,4096,87,model.layers.9.mlp.gate_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,89,prefill,9,model.layers.9.mlp.up_proj,linear,,B*S,12288,4096,87,model.layers.9.mlp.up_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,90,prefill,9,model.layers.9.mlp.down_proj,linear,,B*S,4096,12288,88;89,model.layers.9.mlp.down_proj.weight,"[4096,12288]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen3-8B,91,prefill,10,model.layers.10.self_attn.q_proj,linear,,B*S,4096,4096,90,model.layers.10.self_attn.q_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,92,prefill,10,model.layers.10.self_attn.k_proj,linear,,B*S,1024,4096,90,model.layers.10.self_attn.k_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,93,prefill,10,model.layers.10.self_attn.v_proj,linear,,B*S,1024,4096,90,model.layers.10.self_attn.v_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,94,prefill,10,model.layers.10.self_attn.qk,batched_matmul,B*QH,S,S,128,91;92,,,config+architecture,"GQA QH=32, KVH=8"
models--Qwen--Qwen3-8B,95,prefill,10,model.layers.10.self_attn.pv,batched_matmul,B*QH,S,128,S,94;93,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen3-8B,96,prefill,10,model.layers.10.self_attn.o_proj,linear,,B*S,4096,4096,95,model.layers.10.self_attn.o_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,97,prefill,10,model.layers.10.mlp.gate_proj,linear,,B*S,12288,4096,96,model.layers.10.mlp.gate_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,98,prefill,10,model.layers.10.mlp.up_proj,linear,,B*S,12288,4096,96,model.layers.10.mlp.up_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,99,prefill,10,model.layers.10.mlp.down_proj,linear,,B*S,4096,12288,97;98,model.layers.10.mlp.down_proj.weight,"[4096,12288]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen3-8B,100,prefill,11,model.layers.11.self_attn.q_proj,linear,,B*S,4096,4096,99,model.layers.11.self_attn.q_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,101,prefill,11,model.layers.11.self_attn.k_proj,linear,,B*S,1024,4096,99,model.layers.11.self_attn.k_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,102,prefill,11,model.layers.11.self_attn.v_proj,linear,,B*S,1024,4096,99,model.layers.11.self_attn.v_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,103,prefill,11,model.layers.11.self_attn.qk,batched_matmul,B*QH,S,S,128,100;101,,,config+architecture,"GQA QH=32, KVH=8"
models--Qwen--Qwen3-8B,104,prefill,11,model.layers.11.self_attn.pv,batched_matmul,B*QH,S,128,S,103;102,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen3-8B,105,prefill,11,model.layers.11.self_attn.o_proj,linear,,B*S,4096,4096,104,model.layers.11.self_attn.o_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,106,prefill,11,model.layers.11.mlp.gate_proj,linear,,B*S,12288,4096,105,model.layers.11.mlp.gate_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,107,prefill,11,model.layers.11.mlp.up_proj,linear,,B*S,12288,4096,105,model.layers.11.mlp.up_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,108,prefill,11,model.layers.11.mlp.down_proj,linear,,B*S,4096,12288,106;107,model.layers.11.mlp.down_proj.weight,"[4096,12288]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen3-8B,109,prefill,12,model.layers.12.self_attn.q_proj,linear,,B*S,4096,4096,108,model.layers.12.self_attn.q_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,110,prefill,12,model.layers.12.self_attn.k_proj,linear,,B*S,1024,4096,108,model.layers.12.self_attn.k_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,111,prefill,12,model.layers.12.self_attn.v_proj,linear,,B*S,1024,4096,108,model.layers.12.self_attn.v_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,112,prefill,12,model.layers.12.self_attn.qk,batched_matmul,B*QH,S,S,128,109;110,,,config+architecture,"GQA QH=32, KVH=8"
models--Qwen--Qwen3-8B,113,prefill,12,model.layers.12.self_attn.pv,batched_matmul,B*QH,S,128,S,112;111,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen3-8B,114,prefill,12,model.layers.12.self_attn.o_proj,linear,,B*S,4096,4096,113,model.layers.12.self_attn.o_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,115,prefill,12,model.layers.12.mlp.gate_proj,linear,,B*S,12288,4096,114,model.layers.12.mlp.gate_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,116,prefill,12,model.layers.12.mlp.up_proj,linear,,B*S,12288,4096,114,model.layers.12.mlp.up_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,117,prefill,12,model.layers.12.mlp.down_proj,linear,,B*S,4096,12288,115;116,model.layers.12.mlp.down_proj.weight,"[4096,12288]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen3-8B,118,prefill,13,model.layers.13.self_attn.q_proj,linear,,B*S,4096,4096,117,model.layers.13.self_attn.q_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,119,prefill,13,model.layers.13.self_attn.k_proj,linear,,B*S,1024,4096,117,model.layers.13.self_attn.k_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,120,prefill,13,model.layers.13.self_attn.v_proj,linear,,B*S,1024,4096,117,model.layers.13.self_attn.v_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,121,prefill,13,model.layers.13.self_attn.qk,batched_matmul,B*QH,S,S,128,118;119,,,config+architecture,"GQA QH=32, KVH=8"
models--Qwen--Qwen3-8B,122,prefill,13,model.layers.13.self_attn.pv,batched_matmul,B*QH,S,128,S,121;120,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen3-8B,123,prefill,13,model.layers.13.self_attn.o_proj,linear,,B*S,4096,4096,122,model.layers.13.self_attn.o_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,124,prefill,13,model.layers.13.mlp.gate_proj,linear,,B*S,12288,4096,123,model.layers.13.mlp.gate_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,125,prefill,13,model.layers.13.mlp.up_proj,linear,,B*S,12288,4096,123,model.layers.13.mlp.up_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,126,prefill,13,model.layers.13.mlp.down_proj,linear,,B*S,4096,12288,124;125,model.layers.13.mlp.down_proj.weight,"[4096,12288]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen3-8B,127,prefill,14,model.layers.14.self_attn.q_proj,linear,,B*S,4096,4096,126,model.layers.14.self_attn.q_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,128,prefill,14,model.layers.14.self_attn.k_proj,linear,,B*S,1024,4096,126,model.layers.14.self_attn.k_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,129,prefill,14,model.layers.14.self_attn.v_proj,linear,,B*S,1024,4096,126,model.layers.14.self_attn.v_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,130,prefill,14,model.layers.14.self_attn.qk,batched_matmul,B*QH,S,S,128,127;128,,,config+architecture,"GQA QH=32, KVH=8"
models--Qwen--Qwen3-8B,131,prefill,14,model.layers.14.self_attn.pv,batched_matmul,B*QH,S,128,S,130;129,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen3-8B,132,prefill,14,model.layers.14.self_attn.o_proj,linear,,B*S,4096,4096,131,model.layers.14.self_attn.o_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,133,prefill,14,model.layers.14.mlp.gate_proj,linear,,B*S,12288,4096,132,model.layers.14.mlp.gate_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,134,prefill,14,model.layers.14.mlp.up_proj,linear,,B*S,12288,4096,132,model.layers.14.mlp.up_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,135,prefill,14,model.layers.14.mlp.down_proj,linear,,B*S,4096,12288,133;134,model.layers.14.mlp.down_proj.weight,"[4096,12288]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen3-8B,136,prefill,15,model.layers.15.self_attn.q_proj,linear,,B*S,4096,4096,135,model.layers.15.self_attn.q_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,137,prefill,15,model.layers.15.self_attn.k_proj,linear,,B*S,1024,4096,135,model.layers.15.self_attn.k_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,138,prefill,15,model.layers.15.self_attn.v_proj,linear,,B*S,1024,4096,135,model.layers.15.self_attn.v_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,139,prefill,15,model.layers.15.self_attn.qk,batched_matmul,B*QH,S,S,128,136;137,,,config+architecture,"GQA QH=32, KVH=8"
models--Qwen--Qwen3-8B,140,prefill,15,model.layers.15.self_attn.pv,batched_matmul,B*QH,S,128,S,139;138,,,config+architecture,softmax/mask is a non-matmul dependency bridge
models--Qwen--Qwen3-8B,141,prefill,15,model.layers.15.self_attn.o_proj,linear,,B*S,4096,4096,140,model.layers.15.self_attn.o_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,142,prefill,15,model.layers.15.mlp.gate_proj,linear,,B*S,12288,4096,141,model.layers.15.mlp.gate_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,143,prefill,15,model.layers.15.mlp.up_proj,linear,,B*S,12288,4096,141,model.layers.15.mlp.up_proj.weight,"[12288,4096]",config+architecture,
models--Qwen--Qwen3-8B,144,prefill,15,model.layers.15.mlp.down_proj,linear,,B*S,4096,12288,142;143,model.layers.15.mlp.down_proj.weight,"[4096,12288]",config+architecture,SiLU(gate)*up precedes this GEMM
models--Qwen--Qwen3-8B,145,prefill,16,model.layers.16.self_attn.q_proj,linear,,B*S,4096,4096,144,model.layers.16.self_attn.q_proj.weight,"[4096,4096]",config+architecture,
models--Qwen--Qwen3-8B,146,prefill,16,model.layers.16.self_attn.k_proj,linear,,B*S,1024,4096,144,model.layers.16.self_attn.k_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,147,prefill,16,model.layers.16.self_attn.v_proj,linear,,B*S,1024,4096,144,model.layers.16.self_attn.v_proj.weight,"[1024,4096]",config+architecture,
models--Qwen--Qwen3-8B,148,prefill,16,model.layers.16.self_attn.qk,batched_matmul,B*QH,S,S,128,145;146,,,config+architecture,"GQA QH=32, KVH=8"
