model,op_id,phase,layer,module,op_kind,batch_dims,M,N,K,deps,weight,weight_shape,provenance,notes
models--facebook--w2v-bert-2.0,37,encode,2,encoder.layers.2.self_attn.pv,batched_matmul,B*heads,T_feat,64,T_feat,35;36;34,,,config+architecture,content and relative-key scores are added before softmax
models--facebook--w2v-bert-2.0,38,encode,2,encoder.layers.2.self_attn.out_proj,linear,,B*T_feat,1024,1024,37,encoder.layers.2.self_attn.linear_out.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,39,encode,2,encoder.layers.2.conv_module.pointwise_in,linear,,B*T_feat,2048,1024,38,encoder.layers.2.conv_module.pointwise_conv1.weight,"[2048,1024,1]",config+architecture,
models--facebook--w2v-bert-2.0,40,encode,2,encoder.layers.2.conv_module.depthwise,grouped_conv1d_im2col_equivalent,groups=1024,B*T_feat,1,31,39,encoder.layers.2.conv_module.depthwise_conv.weight,"[1024,1,31]",config+architecture,one independent dot per channel
models--facebook--w2v-bert-2.0,41,encode,2,encoder.layers.2.conv_module.pointwise_out,linear,,B*T_feat,1024,1024,40,encoder.layers.2.conv_module.pointwise_conv2.weight,"[1024,1024,1]",config+architecture,
models--facebook--w2v-bert-2.0,42,encode,2,encoder.layers.2.ffn2.intermediate,linear,,B*T_feat,4096,1024,41,encoder.layers.2.ffn2.intermediate_dense.weight,"[4096,1024]",config+architecture,
models--facebook--w2v-bert-2.0,43,encode,2,encoder.layers.2.ffn2.output,linear,,B*T_feat,1024,4096,42,encoder.layers.2.ffn2.output_dense.weight,"[1024,4096]",config+architecture,
models--facebook--w2v-bert-2.0,44,encode,3,encoder.layers.3.ffn1.intermediate,linear,,B*T_feat,4096,1024,43,encoder.layers.3.ffn1.intermediate_dense.weight,"[4096,1024]",config+architecture,
models--facebook--w2v-bert-2.0,45,encode,3,encoder.layers.3.ffn1.output,linear,,B*T_feat,1024,4096,44,encoder.layers.3.ffn1.output_dense.weight,"[1024,4096]",config+architecture,
models--facebook--w2v-bert-2.0,46,encode,3,encoder.layers.3.self_attn.q_proj,linear,,B*T_feat,1024,1024,45,encoder.layers.3.self_attn.linear_q.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,47,encode,3,encoder.layers.3.self_attn.k_proj,linear,,B*T_feat,1024,1024,45,encoder.layers.3.self_attn.linear_k.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,48,encode,3,encoder.layers.3.self_attn.v_proj,linear,,B*T_feat,1024,1024,45,encoder.layers.3.self_attn.linear_v.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,49,encode,3,encoder.layers.3.self_attn.qk,batched_matmul,B*heads,T_feat,T_feat,64,46;47,,,config+architecture,
models--facebook--w2v-bert-2.0,50,encode,3,encoder.layers.3.self_attn.relative_key_scores,einsum_matmul,B*heads*T_feat,1,T_feat,64,46,encoder.layers.3.self_attn.distance_embedding.weight,"[73,64]",config+architecture,"relative_key einsum bhld,lrd->bhlr; distance embedding itself is a lookup"
models--facebook--w2v-bert-2.0,51,encode,3,encoder.layers.3.self_attn.pv,batched_matmul,B*heads,T_feat,64,T_feat,49;50;48,,,config+architecture,content and relative-key scores are added before softmax
models--facebook--w2v-bert-2.0,52,encode,3,encoder.layers.3.self_attn.out_proj,linear,,B*T_feat,1024,1024,51,encoder.layers.3.self_attn.linear_out.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,53,encode,3,encoder.layers.3.conv_module.pointwise_in,linear,,B*T_feat,2048,1024,52,encoder.layers.3.conv_module.pointwise_conv1.weight,"[2048,1024,1]",config+architecture,
models--facebook--w2v-bert-2.0,54,encode,3,encoder.layers.3.conv_module.depthwise,grouped_conv1d_im2col_equivalent,groups=1024,B*T_feat,1,31,53,encoder.layers.3.conv_module.depthwise_conv.weight,"[1024,1,31]",config+architecture,one independent dot per channel
models--facebook--w2v-bert-2.0,55,encode,3,encoder.layers.3.conv_module.pointwise_out,linear,,B*T_feat,1024,1024,54,encoder.layers.3.conv_module.pointwise_conv2.weight,"[1024,1024,1]",config+architecture,
models--facebook--w2v-bert-2.0,56,encode,3,encoder.layers.3.ffn2.intermediate,linear,,B*T_feat,4096,1024,55,encoder.layers.3.ffn2.intermediate_dense.weight,"[4096,1024]",config+architecture,
models--facebook--w2v-bert-2.0,57,encode,3,encoder.layers.3.ffn2.output,linear,,B*T_feat,1024,4096,56,encoder.layers.3.ffn2.output_dense.weight,"[1024,4096]",config+architecture,
models--facebook--w2v-bert-2.0,58,encode,4,encoder.layers.4.ffn1.intermediate,linear,,B*T_feat,4096,1024,57,encoder.layers.4.ffn1.intermediate_dense.weight,"[4096,1024]",config+architecture,
models--facebook--w2v-bert-2.0,59,encode,4,encoder.layers.4.ffn1.output,linear,,B*T_feat,1024,4096,58,encoder.layers.4.ffn1.output_dense.weight,"[1024,4096]",config+architecture,
models--facebook--w2v-bert-2.0,60,encode,4,encoder.layers.4.self_attn.q_proj,linear,,B*T_feat,1024,1024,59,encoder.layers.4.self_attn.linear_q.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,61,encode,4,encoder.layers.4.self_attn.k_proj,linear,,B*T_feat,1024,1024,59,encoder.layers.4.self_attn.linear_k.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,62,encode,4,encoder.layers.4.self_attn.v_proj,linear,,B*T_feat,1024,1024,59,encoder.layers.4.self_attn.linear_v.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,63,encode,4,encoder.layers.4.self_attn.qk,batched_matmul,B*heads,T_feat,T_feat,64,60;61,,,config+architecture,
models--facebook--w2v-bert-2.0,64,encode,4,encoder.layers.4.self_attn.relative_key_scores,einsum_matmul,B*heads*T_feat,1,T_feat,64,60,encoder.layers.4.self_attn.distance_embedding.weight,"[73,64]",config+architecture,"relative_key einsum bhld,lrd->bhlr; distance embedding itself is a lookup"
models--facebook--w2v-bert-2.0,65,encode,4,encoder.layers.4.self_attn.pv,batched_matmul,B*heads,T_feat,64,T_feat,63;64;62,,,config+architecture,content and relative-key scores are added before softmax
models--facebook--w2v-bert-2.0,66,encode,4,encoder.layers.4.self_attn.out_proj,linear,,B*T_feat,1024,1024,65,encoder.layers.4.self_attn.linear_out.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,67,encode,4,encoder.layers.4.conv_module.pointwise_in,linear,,B*T_feat,2048,1024,66,encoder.layers.4.conv_module.pointwise_conv1.weight,"[2048,1024,1]",config+architecture,
models--facebook--w2v-bert-2.0,68,encode,4,encoder.layers.4.conv_module.depthwise,grouped_conv1d_im2col_equivalent,groups=1024,B*T_feat,1,31,67,encoder.layers.4.conv_module.depthwise_conv.weight,"[1024,1,31]",config+architecture,one independent dot per channel
models--facebook--w2v-bert-2.0,69,encode,4,encoder.layers.4.conv_module.pointwise_out,linear,,B*T_feat,1024,1024,68,encoder.layers.4.conv_module.pointwise_conv2.weight,"[1024,1024,1]",config+architecture,
models--facebook--w2v-bert-2.0,70,encode,4,encoder.layers.4.ffn2.intermediate,linear,,B*T_feat,4096,1024,69,encoder.layers.4.ffn2.intermediate_dense.weight,"[4096,1024]",config+architecture,
models--facebook--w2v-bert-2.0,71,encode,4,encoder.layers.4.ffn2.output,linear,,B*T_feat,1024,4096,70,encoder.layers.4.ffn2.output_dense.weight,"[1024,4096]",config+architecture,
models--facebook--w2v-bert-2.0,72,encode,5,encoder.layers.5.ffn1.intermediate,linear,,B*T_feat,4096,1024,71,encoder.layers.5.ffn1.intermediate_dense.weight,"[4096,1024]",config+architecture,
models--facebook--w2v-bert-2.0,73,encode,5,encoder.layers.5.ffn1.output,linear,,B*T_feat,1024,4096,72,encoder.layers.5.ffn1.output_dense.weight,"[1024,4096]",config+architecture,
models--facebook--w2v-bert-2.0,74,encode,5,encoder.layers.5.self_attn.q_proj,linear,,B*T_feat,1024,1024,73,encoder.layers.5.self_attn.linear_q.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,75,encode,5,encoder.layers.5.self_attn.k_proj,linear,,B*T_feat,1024,1024,73,encoder.layers.5.self_attn.linear_k.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,76,encode,5,encoder.layers.5.self_attn.v_proj,linear,,B*T_feat,1024,1024,73,encoder.layers.5.self_attn.linear_v.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,77,encode,5,encoder.layers.5.self_attn.qk,batched_matmul,B*heads,T_feat,T_feat,64,74;75,,,config+architecture,
models--facebook--w2v-bert-2.0,78,encode,5,encoder.layers.5.self_attn.relative_key_scores,einsum_matmul,B*heads*T_feat,1,T_feat,64,74,encoder.layers.5.self_attn.distance_embedding.weight,"[73,64]",config+architecture,"relative_key einsum bhld,lrd->bhlr; distance embedding itself is a lookup"
models--facebook--w2v-bert-2.0,79,encode,5,encoder.layers.5.self_attn.pv,batched_matmul,B*heads,T_feat,64,T_feat,77;78;76,,,config+architecture,content and relative-key scores are added before softmax
models--facebook--w2v-bert-2.0,80,encode,5,encoder.layers.5.self_attn.out_proj,linear,,B*T_feat,1024,1024,79,encoder.layers.5.self_attn.linear_out.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,81,encode,5,encoder.layers.5.conv_module.pointwise_in,linear,,B*T_feat,2048,1024,80,encoder.layers.5.conv_module.pointwise_conv1.weight,"[2048,1024,1]",config+architecture,
models--facebook--w2v-bert-2.0,82,encode,5,encoder.layers.5.conv_module.depthwise,grouped_conv1d_im2col_equivalent,groups=1024,B*T_feat,1,31,81,encoder.layers.5.conv_module.depthwise_conv.weight,"[1024,1,31]",config+architecture,one independent dot per channel
models--facebook--w2v-bert-2.0,83,encode,5,encoder.layers.5.conv_module.pointwise_out,linear,,B*T_feat,1024,1024,82,encoder.layers.5.conv_module.pointwise_conv2.weight,"[1024,1024,1]",config+architecture,
models--facebook--w2v-bert-2.0,84,encode,5,encoder.layers.5.ffn2.intermediate,linear,,B*T_feat,4096,1024,83,encoder.layers.5.ffn2.intermediate_dense.weight,"[4096,1024]",config+architecture,
models--facebook--w2v-bert-2.0,85,encode,5,encoder.layers.5.ffn2.output,linear,,B*T_feat,1024,4096,84,encoder.layers.5.ffn2.output_dense.weight,"[1024,4096]",config+architecture,
models--facebook--w2v-bert-2.0,86,encode,6,encoder.layers.6.ffn1.intermediate,linear,,B*T_feat,4096,1024,85,encoder.layers.6.ffn1.intermediate_dense.weight,"[4096,1024]",config+architecture,
models--facebook--w2v-bert-2.0,87,encode,6,encoder.layers.6.ffn1.output,linear,,B*T_feat,1024,4096,86,encoder.layers.6.ffn1.output_dense.weight,"[1024,4096]",config+architecture,
models--facebook--w2v-bert-2.0,88,encode,6,encoder.layers.6.self_attn.q_proj,linear,,B*T_feat,1024,1024,87,encoder.layers.6.self_attn.linear_q.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,89,encode,6,encoder.layers.6.self_attn.k_proj,linear,,B*T_feat,1024,1024,87,encoder.layers.6.self_attn.linear_k.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,90,encode,6,encoder.layers.6.self_attn.v_proj,linear,,B*T_feat,1024,1024,87,encoder.layers.6.self_attn.linear_v.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,91,encode,6,encoder.layers.6.self_attn.qk,batched_matmul,B*heads,T_feat,T_feat,64,88;89,,,config+architecture,
models--facebook--w2v-bert-2.0,92,encode,6,encoder.layers.6.self_attn.relative_key_scores,einsum_matmul,B*heads*T_feat,1,T_feat,64,88,encoder.layers.6.self_attn.distance_embedding.weight,"[73,64]",config+architecture,"relative_key einsum bhld,lrd->bhlr; distance embedding itself is a lookup"
models--facebook--w2v-bert-2.0,93,encode,6,encoder.layers.6.self_attn.pv,batched_matmul,B*heads,T_feat,64,T_feat,91;92;90,,,config+architecture,content and relative-key scores are added before softmax
models--facebook--w2v-bert-2.0,94,encode,6,encoder.layers.6.self_attn.out_proj,linear,,B*T_feat,1024,1024,93,encoder.layers.6.self_attn.linear_out.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,95,encode,6,encoder.layers.6.conv_module.pointwise_in,linear,,B*T_feat,2048,1024,94,encoder.layers.6.conv_module.pointwise_conv1.weight,"[2048,1024,1]",config+architecture,
models--facebook--w2v-bert-2.0,96,encode,6,encoder.layers.6.conv_module.depthwise,grouped_conv1d_im2col_equivalent,groups=1024,B*T_feat,1,31,95,encoder.layers.6.conv_module.depthwise_conv.weight,"[1024,1,31]",config+architecture,one independent dot per channel
models--facebook--w2v-bert-2.0,97,encode,6,encoder.layers.6.conv_module.pointwise_out,linear,,B*T_feat,1024,1024,96,encoder.layers.6.conv_module.pointwise_conv2.weight,"[1024,1024,1]",config+architecture,
models--facebook--w2v-bert-2.0,98,encode,6,encoder.layers.6.ffn2.intermediate,linear,,B*T_feat,4096,1024,97,encoder.layers.6.ffn2.intermediate_dense.weight,"[4096,1024]",config+architecture,
models--facebook--w2v-bert-2.0,99,encode,6,encoder.layers.6.ffn2.output,linear,,B*T_feat,1024,4096,98,encoder.layers.6.ffn2.output_dense.weight,"[1024,4096]",config+architecture,
models--facebook--w2v-bert-2.0,100,encode,7,encoder.layers.7.ffn1.intermediate,linear,,B*T_feat,4096,1024,99,encoder.layers.7.ffn1.intermediate_dense.weight,"[4096,1024]",config+architecture,
models--facebook--w2v-bert-2.0,101,encode,7,encoder.layers.7.ffn1.output,linear,,B*T_feat,1024,4096,100,encoder.layers.7.ffn1.output_dense.weight,"[1024,4096]",config+architecture,
models--facebook--w2v-bert-2.0,102,encode,7,encoder.layers.7.self_attn.q_proj,linear,,B*T_feat,1024,1024,101,encoder.layers.7.self_attn.linear_q.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,103,encode,7,encoder.layers.7.self_attn.k_proj,linear,,B*T_feat,1024,1024,101,encoder.layers.7.self_attn.linear_k.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,104,encode,7,encoder.layers.7.self_attn.v_proj,linear,,B*T_feat,1024,1024,101,encoder.layers.7.self_attn.linear_v.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,105,encode,7,encoder.layers.7.self_attn.qk,batched_matmul,B*heads,T_feat,T_feat,64,102;103,,,config+architecture,
models--facebook--w2v-bert-2.0,106,encode,7,encoder.layers.7.self_attn.relative_key_scores,einsum_matmul,B*heads*T_feat,1,T_feat,64,102,encoder.layers.7.self_attn.distance_embedding.weight,"[73,64]",config+architecture,"relative_key einsum bhld,lrd->bhlr; distance embedding itself is a lookup"
models--facebook--w2v-bert-2.0,107,encode,7,encoder.layers.7.self_attn.pv,batched_matmul,B*heads,T_feat,64,T_feat,105;106;104,,,config+architecture,content and relative-key scores are added before softmax
models--facebook--w2v-bert-2.0,108,encode,7,encoder.layers.7.self_attn.out_proj,linear,,B*T_feat,1024,1024,107,encoder.layers.7.self_attn.linear_out.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,109,encode,7,encoder.layers.7.conv_module.pointwise_in,linear,,B*T_feat,2048,1024,108,encoder.layers.7.conv_module.pointwise_conv1.weight,"[2048,1024,1]",config+architecture,
models--facebook--w2v-bert-2.0,110,encode,7,encoder.layers.7.conv_module.depthwise,grouped_conv1d_im2col_equivalent,groups=1024,B*T_feat,1,31,109,encoder.layers.7.conv_module.depthwise_conv.weight,"[1024,1,31]",config+architecture,one independent dot per channel
models--facebook--w2v-bert-2.0,111,encode,7,encoder.layers.7.conv_module.pointwise_out,linear,,B*T_feat,1024,1024,110,encoder.layers.7.conv_module.pointwise_conv2.weight,"[1024,1024,1]",config+architecture,
models--facebook--w2v-bert-2.0,112,encode,7,encoder.layers.7.ffn2.intermediate,linear,,B*T_feat,4096,1024,111,encoder.layers.7.ffn2.intermediate_dense.weight,"[4096,1024]",config+architecture,
models--facebook--w2v-bert-2.0,113,encode,7,encoder.layers.7.ffn2.output,linear,,B*T_feat,1024,4096,112,encoder.layers.7.ffn2.output_dense.weight,"[1024,4096]",config+architecture,
models--facebook--w2v-bert-2.0,114,encode,8,encoder.layers.8.ffn1.intermediate,linear,,B*T_feat,4096,1024,113,encoder.layers.8.ffn1.intermediate_dense.weight,"[4096,1024]",config+architecture,
models--facebook--w2v-bert-2.0,115,encode,8,encoder.layers.8.ffn1.output,linear,,B*T_feat,1024,4096,114,encoder.layers.8.ffn1.output_dense.weight,"[1024,4096]",config+architecture,
models--facebook--w2v-bert-2.0,116,encode,8,encoder.layers.8.self_attn.q_proj,linear,,B*T_feat,1024,1024,115,encoder.layers.8.self_attn.linear_q.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,117,encode,8,encoder.layers.8.self_attn.k_proj,linear,,B*T_feat,1024,1024,115,encoder.layers.8.self_attn.linear_k.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,118,encode,8,encoder.layers.8.self_attn.v_proj,linear,,B*T_feat,1024,1024,115,encoder.layers.8.self_attn.linear_v.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,119,encode,8,encoder.layers.8.self_attn.qk,batched_matmul,B*heads,T_feat,T_feat,64,116;117,,,config+architecture,
models--facebook--w2v-bert-2.0,120,encode,8,encoder.layers.8.self_attn.relative_key_scores,einsum_matmul,B*heads*T_feat,1,T_feat,64,116,encoder.layers.8.self_attn.distance_embedding.weight,"[73,64]",config+architecture,"relative_key einsum bhld,lrd->bhlr; distance embedding itself is a lookup"
models--facebook--w2v-bert-2.0,121,encode,8,encoder.layers.8.self_attn.pv,batched_matmul,B*heads,T_feat,64,T_feat,119;120;118,,,config+architecture,content and relative-key scores are added before softmax
models--facebook--w2v-bert-2.0,122,encode,8,encoder.layers.8.self_attn.out_proj,linear,,B*T_feat,1024,1024,121,encoder.layers.8.self_attn.linear_out.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,123,encode,8,encoder.layers.8.conv_module.pointwise_in,linear,,B*T_feat,2048,1024,122,encoder.layers.8.conv_module.pointwise_conv1.weight,"[2048,1024,1]",config+architecture,
models--facebook--w2v-bert-2.0,124,encode,8,encoder.layers.8.conv_module.depthwise,grouped_conv1d_im2col_equivalent,groups=1024,B*T_feat,1,31,123,encoder.layers.8.conv_module.depthwise_conv.weight,"[1024,1,31]",config+architecture,one independent dot per channel
models--facebook--w2v-bert-2.0,125,encode,8,encoder.layers.8.conv_module.pointwise_out,linear,,B*T_feat,1024,1024,124,encoder.layers.8.conv_module.pointwise_conv2.weight,"[1024,1024,1]",config+architecture,
models--facebook--w2v-bert-2.0,126,encode,8,encoder.layers.8.ffn2.intermediate,linear,,B*T_feat,4096,1024,125,encoder.layers.8.ffn2.intermediate_dense.weight,"[4096,1024]",config+architecture,
models--facebook--w2v-bert-2.0,127,encode,8,encoder.layers.8.ffn2.output,linear,,B*T_feat,1024,4096,126,encoder.layers.8.ffn2.output_dense.weight,"[1024,4096]",config+architecture,
models--facebook--w2v-bert-2.0,128,encode,9,encoder.layers.9.ffn1.intermediate,linear,,B*T_feat,4096,1024,127,encoder.layers.9.ffn1.intermediate_dense.weight,"[4096,1024]",config+architecture,
models--facebook--w2v-bert-2.0,129,encode,9,encoder.layers.9.ffn1.output,linear,,B*T_feat,1024,4096,128,encoder.layers.9.ffn1.output_dense.weight,"[1024,4096]",config+architecture,
models--facebook--w2v-bert-2.0,130,encode,9,encoder.layers.9.self_attn.q_proj,linear,,B*T_feat,1024,1024,129,encoder.layers.9.self_attn.linear_q.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,131,encode,9,encoder.layers.9.self_attn.k_proj,linear,,B*T_feat,1024,1024,129,encoder.layers.9.self_attn.linear_k.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,132,encode,9,encoder.layers.9.self_attn.v_proj,linear,,B*T_feat,1024,1024,129,encoder.layers.9.self_attn.linear_v.weight,"[1024,1024]",config+architecture,
models--facebook--w2v-bert-2.0,133,encode,9,encoder.layers.9.self_attn.qk,batched_matmul,B*heads,T_feat,T_feat,64,130;131,,,config+architecture,
